183.000000	84.819061	-1.473521	-19.398861	44.674975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.731682	0.000000
184.000000	110.796406	21.627841	34.227564	114.083778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.747360	0.000000
184.000000	72.690565	-10.920508	-4.637476	69.822062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.747360	0.000000
185.000000	51.567611	-31.224425	-50.383932	6.909465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.748062	0.000000
185.000000	91.648118	8.770065	-12.225733	56.844609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.748062	0.000000
186.000000	109.659477	21.773698	28.778530	116.021046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.761767	0.000000
186.000000	65.786710	-14.940900	-9.413328	66.478592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.761767	0.000000
187.000000	41.660616	-38.001123	-61.734529	-1.774583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.793834	0.000000
187.000000	89.924024	3.994213	-10.856930	53.463740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.793834	0.000000
188.000000	105.093059	13.519738	24.331789	108.649704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.794464	0.000000
188.000000	72.286656	-15.056837	-6.746780	69.560269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.794464	0.000000
189.000000	45.232220	-31.549796	-55.402878	4.972197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1652876488.795265	0.000000
